행정표준용어현황,,,,,,,,
NO,구분,용어명,용어영문명,영문약어명,정의,주제영역,등록일,상태
2184,표준어,국고,NATIONAL TREASURY,NTNTRS,"國庫
 국가의 재정적 활동에 따른 현금의 수입과 지출을 담당하기 위하여 한국은행에 설치한 예금 계정. 또는 그 예금.
",산림자원보호,2006-11-24,사용중
2185,표준어,국고귀속,REVERSION TO NATIONAL TREASURY,RENATRE,"장치기간이 경과한 화물중 공매에 유찰되어 예정통고를 화주에게 통보하였으나 계속 장치된 화물을 국가소유로 소유권을 이전하는 것

",관세 행정지원,2010-03-04,사용중
2186,표준어,국고금,NATIONAL FUNDS,NLFS,"國庫金
 국고에 속하는 현금
[법률정의] (국고금관리법) 다음 각목의 자산. 가. 법령 또는 계약 등에 의하여 국가의 세입으로 납입되거나 기금(제3조제1항제2호의 규정에 의한 기금. 이하 같다)에 납입된 모든 현금 및 현금과 동일한 가치를 가지는 것으로서 대통령령이 정하는 것(이하 현금등이라 한다) 나. 제32조의 규정에 따라 조달하는 현금등 다. 제34조의 규정에 따라 국고금의 운용목적으로 취득한 금융자산
",국고관리,2006-11-17,사용중
2187,표준어,국고보조금,GOVERNMENT SUBSIDY ,GOVSUBY,"국고보조금은 국가가 산업정책적 차원에서 기업설비 근대화, 시험연구 촉진, 기술개발 및 향상, 재해복구 등의 목적으로 보조금관리법의 규정에 의해 시설자금이나 운영자금으로 무상 교부하는 금액

",관세 행정지원,2010-03-04,사용중
2188,동의어,국고채,NATIONAL AND PUBLIC BOND,NTPBND,"國庫債
 공공자금관리기금의 부담으로 발행되는 채권.
",국고관리,2006-11-17,사용중
2189,표준어,국공유재산,NATIONAL AND PUBLIC PROPERTIES,NLLP,"國公有財産
 [법률정의] (사회기반시설에대한민간투자법) 국유재산법 또는 지방재정법의 규정에 의하여 국가 또는 지방자치단체의 소유로 된 재산.
","자연환경,생물자원보전",2006-11-17,사용중
2190,표준어,국공채,NATIONAL AND PUBLIC BOND,NTPBND,"國公債
 [법률정의] (국고금관리법 시행령) 국채, 정부가 그 원리금의 상환을 보증한 채권 및 지방자치단체가 발행한 채권.
",국고관리,2006-11-17,사용중
2191,표준어,국기,NATIONAL FLAG,NLG,"國旗
 한 나라를 상징하는 기.
",전자정부,2006-11-17,사용중
2192,표준어,국내,DOMESTIC,DMSTC,"國內
 나라의 안
[법률정의] (대외무역법시행령) 대한민국의 주권이 미치는 지역.
",해양 및 해상교통 안전관리,2006-11-17,사용중
2193,표준어,국내도매가격,DOMESTIC WHOLESALE PRICE,DWHOCE,"국내도매가격이라 함은 도매업자가 수입물품을 무역업자로부터 매수하여 국내도매시장에서 정상거래방법에 의하여 공개적으로 판매하는 가격을 말한다.

",관세심사,2010-06-24,사용중
2194,표준어,국내도산절차,DOMESTIC BANKRUPTCY PROCESS,DMSTCBNRPCPROCSS,"國內倒産節次
 [법률정의] (채무자 회생 및 파산에 관한 법률) 대한민국 법원에 신청된 회생절차?파산절차 또는 개인회생절차.
",전자정부,2006-11-17,사용중
2195,표준어,국내반입이식,DOMESTIC TAKE IN TRANSPLANTATION,DSKT,"國內搬入移植
 [법률정의] (수산동식물이식승인에관한규칙) 수산동식물을 외국에서 반입(국외로 반출된 수산동식물이 국내로 반품되는 경우를 제외한다)하여 양식장?종묘생산시설에 옮겨서 기르거나 낚시터에 방류하는 것
",해양수산 연구,2006-11-17,사용중
2196,표준어,국내보안정보,DOMESTIC SECURITY INFORMATION,DMSTCSCRTYINFO,"國內保安情報
 [법률정의] (정보및보안업무기획?조정규정) 간첩 기타 반국가활동세력과 그 추종분자의 국가에 대한 위해 행위로부터 국가의 안전을 보장하기 위하여 취급되는 정보.
",전파방송산업 육성,2006-11-17,사용중
2197,표준어,국내사업장,INTERNAL PLACE OF BUSINESS,ITNCS,"國內事業場
 [법률정의] (국제조세조정에관한법률) 소득세법 제120조의 규정에 의한 비거주자의 국내사업장 및 법인세법 제94조의 규정에 의한 외국법인의 국내사업장.
",국세부과징수,2006-11-17,사용중
2198,표준어,국내외,HOME AND ABROAD,HBRD,"國內外
 나라의 안과 밖을 아울러 이르는 말.
",국민생활안전,2006-11-17,사용중
2199,표준어,국내이송,INTERNAL TRANSFER,ITNF,"國內移送
 [법률정의] (국제수형자이송법) 외국에서 자유형을 선고받아 그 형이 확정되어 형집행중인 대한민국 국민(이하 ""국내이송대상수형자""라 한다)을 외국으로부터 인도받아 그 자유형을 집행하는 것.
",법무활동,2006-11-17,사용중
2200,표준어,국내판매가격,DEDUCTIVE VALUE,DEDVALE,"당해 물품, 동종동질물품 또는 유사물품이 수입된 것과 동일한 상태로 당해 물품의 수입신고일 또는 수입신고일과 거의 동시에 특수관계가 없는 자에게 가장 많은 수량으로 수입후 최초의 거래에서 판매되는 단위가격을 기초로 하여 산출한 가격

",관세 행정지원,2010-03-04,사용중
2201,표준어,국도,NATIONAL ROAD,NLRD,"국도(國道)[?또][명사]정부가 관리하는 도로. ↔지방도(地方道).

",전자정부,2008-11-19,사용중
2202,표준어,국립,NATIONAL,NATN,"國立
 공공의 이익을 위하여 나라의 예산으로 세우고 관리함.
",학교교육 내실화,2006-11-24,사용중
2203,표준어,국립공원,NATIONAL PARK,NLPRK,"國立公園
 자연 경치가 뛰어난 지역의 자연과 문화적 가치를 보호하기 위하여 나라에서 지정하여 관리하는 공원
[법률정의] (자연공원법) 우리나라의 자연생태계나 자연 및 문화경관(이하 경관이라 한다)을 대표할 만한 지역으로서 제4조 및 제4조의2의 규정에 의하여 지정된 공원.
","자연환경,생물자원보전",2006-11-17,사용중
2204,표준어,국립수산물품질검사원,NATIONAL FISHERIES QUALITY INSPECTION SERVICE,NFQIS,"해양수산부의 산하기관으로 (수입)수산물에대한 위생검사와 검역을 전담하고 있는 기관

",관세 행정지원,2010-03-04,사용중
2205,표준어,국립전파연구원,RADIO RESEARCH AGENCY,RRA,"국립전파연구원

",수출입통관,2011-09-26,사용중
2206,표준어,국무위원,STATE MINISTER,STMNST,"國務委員
 국무 회의를 구성하는 별정직 공무원. 국무총리의 제청에 의하여 대통령이 임명하며, 국정에 관하여 대통령을 보좌하고 국정을 심의한다
",전자정부,2006-12-07,사용중
2207,표준어,국무조정실,OFFICE FOR GOVERNMENT POLICY COORDINATION,OPC,"國務調整室
 국무총리를 보좌하는 행정기관.
",정책조정,2006-11-27,사용중
2208,표준어,국무총리,PRIME MINISTER,PRMNST,"國務總理
 대통령을 보좌하고 대통령의 명을 받아 행정 각부를 거느리고 관할하는 기관. 또는 그 직무를 맡은 별정직 공무원.
",국무총리비서실 운영,2006-11-24,사용중
2209,표준어,국무총리비서실,OFFICE OF THE PRIME MINISTER,OPM,"國務總理秘書室
 국무총리의 원활한 국정 수행을 보좌하고, 특명을 수행하는 국무총리 보좌기관.
",국무총리비서실 운영,2006-11-27,사용중
2210,동의어,국문,KOREAN LANGUAGE,KOREAN,"國文
 대한민국의 고유의 글자. 또는 그 글자로 쓴 글.
",전자정부,2006-11-23,사용중
2211,표준어,국민,MEMBER OF NATION,MRFN,"國民
 국가를 구성하는 사람. 또는 그 나라의 국적을 가진 사람.
[법률정의] (출입국관리법) 대한민국의 국민.
",공공보건의료 확충,2006-11-17,사용중
2212,표준어,국민건강증진사업,PEOPLE HEALTH PROMOTION BUSINESS,PHPB,"國民健康增進事業
 [법률정의] (국민건강증진법) 보건교육, 질병예방, 영양개선 및 건강생활의 실천등을 통하여 국민의 건강을 증진시키는 사업.
",국민건강생활 실천,2006-11-17,사용중
2213,표준어,국민경제자문회의,NATIONAL ECONOMIC ADVISORY COUNCIL,NEAC,"國民經濟諮問會議
 국민경제의 발전을 위한 중요정책 수립에 관하여 대통령의 자문에 응하기 위하여 설립한 기구.
",국민경제자문,2006-11-27,사용중
2214,표준어,국민고충처리위원회,OMBUDSMAN OF KOREA,OMBUDSMAN,"國民苦衷處理委員會
 정부에 대한 민원을 접수?상담?처리하기 위하여 설치한 합의제 행정기관으로 대통령 소속기관이다.
",국민고충처리위 행정지원,2006-11-27,사용중
2215,표준어,국민기초생활보장제도,GUARANTEE OF PEOPLE'S BASIC LIVES,GNPSC,"國民基礎生活保障制度
 생활이 어려운 자에게 필요한 급여를 행하여 이들의 최저생활을 보장하고 자활을 조성하는 것을 목적으로 하는 제도로써, 국민의 최저생활을 보장해 주는 사회보장제도.
",기초생활보장 급여지원,2006-11-17,사용중
2216,표준어,국민연금,NATIONAL PENSION,NPN,"國民年金
 노령?장애?사망 등으로 인하여 소득획득 능력이 없는 당사자 및 유족의 생활보장을 위하여 매년 정기적으로 지급되는 일정액의 금전 또는 그러한 제도
",산업기술표준 및 제품안전관리,2006-11-17,사용중
2217,표준어,국민연금관리공단,NATIONAL PENSION CORPORATION,NPNRR,"國民年金管理公團
 국민연금제를 효율적으로 운영?관리하기 위하여 설립한 법인
",국민연금제도 운영,2006-11-17,사용중
2218,표준어,국민연금제,NATIONAL PENSION SYSTEM,NNYM,"國民年金制
 국민의 노령?질병?사망에 대하여 연금급여를 실시함으로써 국민의 생활안정과 복지증진에 기여함을 목적으로 도입된 것.
",국민연금제도 운영,2006-11-17,사용중
2219,표준어,국민임대주택,NATIONAL RENTAL HOUSE,NRH,"國民賃貸住宅
 [법률정의] (국민임대주택건설등에관한특별조치법) 국가 또는 지방자치단체의 재정 및 주택법 제60조의 규정에 의한 국민주택기금(이하 ""국민주택기금""이라 한다)을 지원받아 30년 이상 임대할 목적으로 건설 또는 매입되는 주택.
",주책임대주택정책,2006-11-17,사용중
2220,표준어,국민임대주택단지,NATIONAL LEASE HOUSING COMPLEX,NLLX,"國民賃貸住宅團地
 [법률정의] (국민임대주택건설등에관한특별조치법) 국민임대주택건설등에관한특별조치법에 따라 개발?공급되는 주택건설용지 및 공공시설용지로서 전체 주택중 국민임대주택이 100분의 50 이상으로서 대통령령이 정하는 비율 이상인 주택단지(100만제곱미터 미만에 한하며, 자족기능을 확보하기 위하여 불가피하게 업무시설 등을 설치하는 경우 그 지역을 포함한다).
",주책임대주택정책,2006-11-17,사용중
2221,표준어,국민주택채권,NATIONAL HOUSING BONDS,NHBD,"國民住宅債券
 국민주택사업에 필요한 자금을 조달하기 위하여 국민주택기금의 부담으로 발행되는 채권
",주택정책,2006-11-17,사용중
2222,표준어,국민투표,NATIONAL REFERENDUM,NTLRFD,"國民投票
 선거 이외에, 국정(國政)의 중요한 사항에 대하여 국민이 행하는 투표.
",전자정부,2006-12-07,사용중
2223,표준어,국민훈장,ORDER OF CIVIL MERIT,OCM,"國民勳章
 정치˙경제˙사회˙교육˙학술 분야에 공을 세워 국민의 복지 향상과 국가 발전에 기여한 공적이 뚜렷한 사람에게 수여하는 훈장.
",전자정부,2006-12-07,사용중
2224,표준어,국방,NATIONAL DEFENSE,NFS,"國防
 외국의 침략에 대비 태세를 갖추고 국토를 방위하는 일
",국방 행정지원,2006-11-17,사용중
2225,표준어,국방군사시설,NATIONAL DEFENSE AND MILITARY INSTALLATIONS,NDLRYS,"國防軍事施設
 국토를 방위하기 위해 만든 군사 시설
[법률정의] (국방?군사시설 사업에 관한 법률) 다음 각 호의 어느 하나에 해당하는 시설. 1. 군사작전, 전투준비, 교육?훈련, 병영생활 등에 필요한 시설 2. 국방?군사에 관한 연구 및 시험시설 3. 군용 유류(油類) 및 폭발물의 저장?처리시설 4. 진지(陣地)구축시설 5. 군사목적을 위한 장애물 또는 폭발물에 관한 시설 6. 대한민국에 주둔하는 외국군대의 부대(部隊)시설과 그 구성원?군속?가족의 거주를 위한 주택시설 등 군사목적을 위하여 필요한 시설 7. 그 밖에 군부대에 부속된 시설로서 군인의 주거?복지?체육 또는 휴양 등을 위하여 필요한 시설
",국방 행정지원,2006-11-17,사용중
2226,표준어,국방군사시설사업,NATIONAL DEFENSE AND MILITARY INSTALLATIONS PROJEC,NDNLTS,"國防軍事施設事業
 [법률정의] (국방?군사시설 사업에 관한 법률) 다음 각 호의 어느 하나에 해당하는 사업. 1. 국방?군사시설의 설치?이전 및 변경에 관한 사업 2. 국방?군사시설 또는 제1호의 사업으로 인하여 이주하게 되는 이주민의 이주대책사업
",국방 행정지원,2006-11-17,사용중
2227,표준어,국방부,MINISTRY OF NATIONAL DEFENSE,MND,"國防部
 국방에 관련된 사무를 관장하는 중앙행정기관.
",국방 행정지원,2006-11-27,사용중
2228,표준어,국방일보,KOREA DEFENSE DAILY,KDD,"國防日報
 국방홍보원에서 발행하는 군사 전문 일간신문.
",국방홍보,2006-11-24,사용중
2229,표준어,국번,TELEPHONE OFFICE NUMBER,TELOFCNO,"局番
 전화 교환국의 국의 이름을 나타내는 번호.
",전자정부,2006-11-17,사용중
2230,표준어,국비,NATIONAL EXPENDITURE,NXNDR,"國費
 국고에서 내는 경비
",소방방재 행정지원,2006-11-17,사용중
2231,표준어,국비연수,NATIONAL EXPENDITURE RESEARCH STUDY,NRCTD,"國費硏修
 [법률정의] (국외유학에관한규정) 국고에서 지급하는 경비에 의하여 외국의 교육기관?연구기관?연수기관?산업체 기타 이와 유사한 기관 또는 단체에서 6월미만의 기간에 걸쳐 지식?기술등을 연수하는 것.
",국제교육 진흥,2006-11-17,사용중
2232,표준어,국비유학,STUDY ABROAD AT GOVERNMENT EXPENSE,SDGPS,"國費留學
 나라에서 대 주는 학비로 외국에 머물면서 공부함
[법률정의] (국외유학에관한규정) 국고에서 지급하는 장학금에 의하여 유학하는 것.
",국제교육 진흥,2006-11-17,사용중
2233,표준어,국비환자,NATIONAL EXPENDITURE PATIENT,NXDT,"國費患者
 [법률정의] (국립결핵병원운영규칙) 진료비 전액을 국가가 부담하는 자.
",국립의료원 지원,2006-11-17,사용중
2234,표준어,국사,KOREAN HISTORY,KHIST,"國史
 나라의 역사.
",학교교육 내실화,2006-11-27,사용중
2235,표준어,국산품매장,STORES DEALING WITH LOCAL GOODS ONLY,SDWLGO,"국제선 공항이나 시내 등에 위치한 보세판매장내에서 국산제품만을 취급하는 상점

",관세 행정지원,2010-03-04,사용중
